,FROM,TO,TYPE,R,X,B,LIM1,LIM2,LIM3,TAP,TAPMIN,TAPMAX,STEP,TANG
296,N291,N298,0,0.0021396634615384,0.0001637307692307,0,0,0,0,0,0,0,0,0
297,N292,N299,0,0.0004066094212278,3.11144600591716e-05,0,0,0,0,0,0,0,0,0
298,N293,N300,0,0.0007281596708579,5.5720044378698235e-05,0,0,0,0,0,0,0,0,0
299,N294,N301,0,0.0019566267566568,0.0001497244822485,0,0,0,0,0,0,0,0,0
300,N295,N302,0,0.0086457331730769,0.0006615865384615,0,0,0,0,0,0,0,0,0
301,N296,N303,0,0.0114357775517751,0.0018287490754437,0,0,0,0,0,0,0,0,0
302,N297,N304,0,0.0010699071745562,0.0002850482618343,0,0,0,0,0,0,0,0,0
303,N298,N305,0,0.0036213410687869,0.000277111316568,0,0,0,0,0,0,0,0,0
304,N299,N306,0,0.0004731735392011,3.620806213017752e-05,0,0,0,0,0,0,0,0,0
305,N300,N307,0,0.0042229220599112,0.0003231453402366,0,0,0,0,0,0,0,0,0
306,N301,N308,0,0.0024355098927514,0.0001863694526627,0,0,0,0,0,0,0,0,0
307,N302,N309,0,0.0016643953402366,0.0001273624260355,0,0,0,0,0,0,0,0,0
308,N303,N310,0,0.0008541601793639,0.0001365927792159,0,0,0,0,0,0,0,0,0
309,N304,N311,0,0.0003555084134615,9.471574519230769e-05,0,0,0,0,0,0,0,0,0
310,N305,N312,0,0.006950929178994,0.0005318971893491,0,0,0,0,0,0,0,0,0
311,N306,N313,0,0.0009050295857988,6.925443786982248e-05,0,0,0,0,0,0,0,0,0
312,N307,N314,0,0.0178613627958579,0.0013667825443786,0,0,0,0,0,0,0,0,0
313,N308,N315,0,0.0025190273668639,0.0001927603550295,0,0,0,0,0,0,0,0,0
314,N309,N316,0,0.0012323479105029,9.43014053254438e-05,0,0,0,0,0,0,0,0,0
315,N310,N317,0,0.0034503721338757,0.0002640284763313,0,0,0,0,0,0,0,0,0
316,N310,N318,0,0.015645546875,0.002501953125,0,0,0,0,0,0,0,0,0
317,N311,N319,0,0.0001855503883136,4.943495747041421e-05,0,0,0,0,0,0,0,0,0
318,N312,N320,0,0.020464705066568,0.0015659948224852,0,0,0,0,0,0,0,0,0
319,N313,N321,0,0.0034709458210059,0.0002656028106508,0,0,0,0,0,0,0,0,0
320,N315,N322,0,0.0029713295118343,0.0002273713017751,0,0,0,0,0,0,0,0,0
321,N316,N323,0,0.0014195312499999,0.0001086249999999,0,0,0,0,0,0,0,0,0
322,N317,N324,0,0.017770455806213,0.0013598261834319,0,0,0,0,0,0,0,0,0
323,N318,N325,0,0.0075082928069526,0.0012006864829881,0,0,0,0,0,0,0,0,0
324,N319,N326,0,0.000158836908284,4.23178624260355e-05,0,0,0,0,0,0,0,0,0
325,N321,N327,0,0.0118450212647929,0.0009064016272189,0,0,0,0,0,0,0,0,0
326,N322,N328,0,0.0016932622965976,0.0001295713757396,0,0,0,0,0,0,0,0,0
327,N323,N329,0,0.0014081545857988,0.0001077544378698,0,0,0,0,0,0,0,0,0
328,N324,N330,0,0.0062040033284023,0.0004747411242603,0,0,0,0,0,0,0,0,0
329,N325,N331,0,0.0485539016272189,0.0037154289940828,0,0,0,0,0,0,0,0,0
330,N325,N332,0,0.0144674098557692,0.0023135516826923,0,0,0,0,0,0,0,0,0
331,N326,N333,0,0.0001806484837278,4.812897559171597e-05,0,0,0,0,0,0,0,0,0
332,N328,N334,0,0.0076494776257396,0.0005853513313609,0,0,0,0,0,0,0,0,0
333,N329,N335,0,0.0123707932692307,0.0009466346153846,0,0,0,0,0,0,0,0,0
334,N330,N336,0,0.0135026118713017,0.0010332433431952,0,0,0,0,0,0,0,0,0
335,N331,N337,0,0.0192297522189349,0.0014714940828402,0,0,0,0,0,0,0,0,0
336,N332,N338,0,0.0361857664571005,0.002768997781065,0,0,0,0,0,0,0,0,0
337,N332,N339,0,0.0026296694711538,0.0004205228365384,0,0,0,0,0,0,0,0,0
338,N333,N340,0,0.0001423198964497,3.791734467455621e-05,0,0,0,0,0,0,0,0,0
339,N334,N341,0,0.0029770178439349,0.0002278065828402,0,0,0,0,0,0,0,0,0
340,N335,N342,0,0.0252875600961538,0.001935048076923,0,0,0,0,0,0,0,0,0
341,N336,N343,0,0.011068324704142,0.0008469674556213,0,0,0,0,0,0,0,0,0
342,N336,N344,0,0.005207747781065,0.0003985059171597,0,0,0,0,0,0,0,0,0
343,N338,N345,0,0.0181925619452662,0.0013921264792899,0,0,0,0,0,0,0,0,0
344,N339,N346,0,0.0022528564164201,0.000360264885355,0,0,0,0,0,0,0,0,0
345,N340,N347,0,0.0001193202107988,3.178969119822485e-05,0,0,0,0,0,0,0,0,0
346,N341,N348,0,0.0010342132026627,7.913979289940828e-05,0,0,0,0,0,0,0,0,0
347,N343,N349,0,0.0165615523298816,0.0012673187869822,0,0,0,0,0,0,0,0,0
348,N344,N350,0,0.0007251294378698,5.548816568047337e-05,0,0,0,0,0,0,0,0,0
349,N345,N351,0,0.0016929964866863,0.0001295510355029,0,0,0,0,0,0,0,0,0
350,N346,N352,0,0.0015846745099852,0.0002534127681213,0,0,0,0,0,0,0,0,0
351,N347,N353,0,0.0001076645710059,2.8684356508875744e-05,0,0,0,0,0,0,0,0,0
352,N348,N354,0,0.0007791420118343,5.962130177514793e-05,0,0,0,0,0,0,0,0,0
353,N350,N355,0,0.0007875416050295,6.026405325443787e-05,0,0,0,0,0,0,0,0,0
354,N351,N356,0,0.0006991863905325,5.3502958579881654e-05,0,0,0,0,0,0,0,0,0
355,N352,N357,0,0.0020022692307692,0.0003201923076923,0,0,0,0,0,0,0,0,0
356,N353,N358,0,8.910699889053256e-05,2.3740185835798816e-05,0,0,0,0,0,0,0,0,0
357,N354,N359,0,0.0005700559356508,4.362167159763314e-05,0,0,0,0,0,0,0,0,0
358,N355,N360,0,0.0006898298816568,5.27869822485207e-05,0,0,0,0,0,0,0,0,0
359,N356,N361,0,0.0004933485114644,3.7751886094674555e-05,0,0,0,0,0,0,0,0,0
360,N357,N362,0,0.0012546053531804,0.0002006298539201,0,0,0,0,0,0,0,0,0
361,N358,N363,0,0.0001033693879437,2.7540019415680473e-05,0,0,0,0,0,0,0,0,0
362,N359,N364,0,0.0002894776257396,2.2151331360946743e-05,0,0,0,0,0,0,0,0,0
363,N360,N365,0,0.0007329442492603,5.6086168639053254e-05,0,0,0,0,0,0,0,0,0
364,N361,N366,0,0.0005046188517011,3.861431213017752e-05,0,0,0,0,0,0,0,0,0
365,N362,N367,0,0.0019265814071745,0.0003080887111686,0,0,0,0,0,0,0,0,0
366,N363,N368,0,0.0001136101886094,3.026840791420118e-05,0,0,0,0,0,0,0,0,0
367,N364,N369,0,0.0004255935650887,3.256715976331361e-05,0,0,0,0,0,0,0,0,0
368,N365,N370,0,0.0010460683247041,8.00469674556213e-05,0,0,0,0,0,0,0,0,0
369,N366,N371,0,0.0005954142011834,4.55621301775148e-05,0,0,0,0,0,0,0,0,0
370,N367,N372,0,0.0019205758136094,0.0003071283284023,0,0,0,0,0,0,0,0,0
371,N368,N373,0,0.0006193626109467,0.0001650126664201,0,0,0,0,0,0,0,0,0
372,N369,N374,0,0.0007134338017751,5.459319526627219e-05,0,0,0,0,0,0,0,0,0
373,N370,N375,0,0.0012716877773668,9.73117603550296e-05,0,0,0,0,0,0,0,0,0
374,N371,N376,0,0.0007510724852071,5.747337278106508e-05,0,0,0,0,0,0,0,0,0
375,N372,N377,0,0.0021549457285502,0.0003446075258875,0,0,0,0,0,0,0,0,0
376,N373,N378,0,0.0046673224852071,0.0012434837278106,0,0,0,0,0,0,0,0,0
377,N373,N379,0,0.0075038137943786,0.0005742048816568,0,0,0,0,0,0,0,0,0
378,N374,N380,0,0.0031822230954142,0.0002435092455621,0,0,0,0,0,0,0,0,0
379,N375,N381,0,0.0078823271079881,0.0006031693786982,0,0,0,0,0,0,0,0,0
380,N376,N382,0,0.0006726585613905,5.147300295857988e-05,0,0,0,0,0,0,0,0,0
381,N377,N383,0,0.0015593946468195,0.0002493701460798,0,0,0,0,0,0,0,0,0
382,N378,N384,0,0.0044702329881656,0.0011909744822485,0,0,0,0,0,0,0,0,0
383,N379,N385,0,0.0460744267751479,0.0035256952662721,0,0,0,0,0,0,0,0,0
384,N379,N386,0,0.0077409162352071,0.000592348372781,0,0,0,0,0,0,0,0,0
385,N380,N387,0,0.0116977625739644,0.0008951331360946,0,0,0,0,0,0,0,0,0
386,N381,N388,0,0.0269712000739645,0.0020638831360946,0,0,0,0,0,0,0,0,0
387,N382,N389,0,0.0005322577662721,4.072928994082841e-05,0,0,0,0,0,0,0,0,0
388,N383,N390,0,0.0018586553254437,0.0002972263313609,0,0,0,0,0,0,0,0,0
389,N384,N391,0,0.0001990021264792,5.3018814718934914e-05,0,0,0,0,0,0,0,0,0
390,N385,N392,0,0.0168390578772189,0.0012885539940828,0,0,0,0,0,0,0,0,0
391,N386,N393,0,0.0416444387943786,0.0031867048816568,0,0,0,0,0,0,0,0,0
392,N389,N394,0,0.0009134823409763,6.990125739644972e-05,0,0,0,0,0,0,0,0,0
393,N390,N395,0,0.0026968800850591,0.0004312708025147,0,0,0,0,0,0,0,0,0
394,N391,N396,0,0.0215842964127218,0.0016516678994082,0,0,0,0,0,0,0,0,0
395,N391,N397,0,0.0036470423446745,0.0009716572670118,0,0,0,0,0,0,0,0,0
396,N392,N398,0,0.0017139954696745,0.0001311579142011,0,0,0,0,0,0,0,0,0
397,N393,N399,0,0.0030238535502958,0.0002313905325443,0,0,0,0,0,0,0,0,0
398,N394,N400,0,0.0031888683431952,0.0002440177514792,0,0,0,0,0,0,0,0,0
399,N395,N401,0,0.0019994073594674,0.0003197346523668,0,0,0,0,0,0,0,0,0
400,N396,N402,0,0.0019776789016272,0.000151335428994,0,0,0,0,0,0,0,0,0
401,N397,N403,0,0.001759492418639,0.0004687698779585,0,0,0,0,0,0,0,0,0
402,N398,N404,0,0.0011961446005917,9.153106508875738e-05,0,0,0,0,0,0,0,0,0
403,N399,N405,0,0.001318789293639,0.0001009160502958,0,0,0,0,0,0,0,0,0
404,N400,N406,0,0.0194955621301775,0.0014918343195266,0,0,0,0,0,0,0,0,0
405,N401,N407,0,0.001928749491494,0.0003084354197485,0,0,0,0,0,0,0,0,0
406,N402,N408,0,0.0011242696005917,8.60310650887574e-05,0,0,0,0,0,0,0,0,0
407,N403,N409,0,0.005308116678994,0.0014142062684911,0,0,0,0,0,0,0,0,0
408,N403,N410,0,0.0004801839866863,0.0001279322300295,0,0,0,0,0,0,0,0,0
409,N404,N411,0,0.0012390994822485,9.481804733727813e-05,0,0,0,0,0,0,0,0,0
410,N405,N412,0,0.0008881240754437,6.796079881656805e-05,0,0,0,0,0,0,0,0,0
411,N407,N413,0,0.001887664293639,0.0003018652921597,0,0,0,0,0,0,0,0,0
412,N408,N414,0,0.0007634060650887,5.8417159763313615e-05,0,0,0,0,0,0,0,0,0
413,N409,N415,0,0.0075600795118343,0.0020141817677514,0,0,0,0,0,0,0,0,0
414,N410,N416,0,0.0001202309264053,3.2032327107988165e-05,0,0,0,0,0,0,0,0,0
415,N411,N417,0,0.0052034948224852,0.0003981804733727,0,0,0,0,0,0,0,0,0
416,N412,N418,0,0.0014860900517751,0.0001137181952662,0,0,0,0,0,0,0,0,0
417,N413,N419,0,0.0022702010909763,0.000363038553994,0,0,0,0,0,0,0,0,0
418,N414,N420,0,0.0012441498705621,9.520451183431952e-05,0,0,0,0,0,0,0,0,0
419,N415,N421,0,0.001582035872781,0.0004214913091715,0,0,0,0,0,0,0,0,0
420,N416,N422,0,8.432415865384615e-05,2.2465925480769233e-05,0,0,0,0,0,0,0,0,0
421,N417,N423,0,0.0012705713757396,9.722633136094676e-05,0,0,0,0,0,0,0,0,0
422,N418,N424,0,0.0169820636094674,0.0012994970414201,0,0,0,0,0,0,0,0,0
423,N419,N425,0,0.0038021694711538,0.0006080228365384,0,0,0,0,0,0,0,0,0
424,N419,N426,0,0.0038021694711538,0.0006080228365384,0,0,0,0,0,0,0,0,0
425,N420,N427,0,0.0041356300850591,0.0003164656065088,0,0,0,0,0,0,0,0,0
426,N421,N428,0,0.0004043501294378,0.0001077283191568,0,0,0,0,0,0,0,0,0
427,N422,N429,0,0.0001049704234467,2.7966572670118347e-05,0,0,0,0,0,0,0,0,0
428,N423,N430,0,0.0012119868713017,9.274334319526628e-05,0,0,0,0,0,0,0,0,0
429,N424,N431,0,0.0060237842085798,0.0004609504437869,0,0,0,0,0,0,0,0,0
430,N425,N432,0,0.0128244355584319,0.0020508159208579,0,0,0,0,0,0,0,0,0
431,N425,N433,0,0.0128244355584319,0.0020508159208579,0,0,0,0,0,0,0,0,0
432,N427,N434,0,0.0046042529585798,0.0003523254437869,0,0,0,0,0,0,0,0,0
433,N428,N435,0,0.0002118332100591,5.6437315088757395e-05,0,0,0,0,0,0,0,0,0
434,N429,N436,0,9.036730769230772e-05,2.407596153846154e-05,0,0,0,0,0,0,0,0,0
435,N430,N437,0,0.0012053947855029,9.223890532544378e-05,0,0,0,0,0,0,0,0,0
436,N431,N438,0,0.0020414201183431,0.0001562130177514,0,0,0,0,0,0,0,0,0
437,N432,N439,0,0.0181388438424556,0.0029006679918639,0,0,0,0,0,0,0,0,0
438,N432,N440,0,0.0181388438424556,0.0029006679918639,0,0,0,0,0,0,0,0,0
439,N434,N441,0,0.0025894138313609,0.0001981464497041,0,0,0,0,0,0,0,0,0
440,N435,N442,0,0.0001756072485207,4.678587278106509e-05,0,0,0,0,0,0,0,0,0
441,N436,N443,0,9.879807692307694e-05,2.6322115384615385e-05,0,0,0,0,0,0,0,0,0
442,N437,N444,0,0.001382743158284,0.0001058099112426,0,0,0,0,0,0,0,0,0
443,N438,N445,0,0.0036074657914201,0.000276049556213,0,0,0,0,0,0,0,0,0
444,N439,N446,0,0.0130156605954142,0.0020813956176035,0,0,0,0,0,0,0,0,0
445,N439,N447,0,0.0130156605954142,0.0020813956176035,0,0,0,0,0,0,0,0,0
446,N441,N448,0,0.0024324796597633,0.0001861375739644,0,0,0,0,0,0,0,0,0
447,N442,N449,0,0.0001423198964497,3.791734467455621e-05,0,0,0,0,0,0,0,0,0
448,N443,N450,0,0.0001003763128698,2.6742594304733727e-05,0,0,0,0,0,0,0,0,0
449,N444,N451,0,0.0047752218934911,0.0003654082840236,0,0,0,0,0,0,0,0,0
450,N445,N452,0,0.0031560142381656,0.0002415036982248,0,0,0,0,0,0,0,0,0
451,N446,N453,0,0.0039489487795857,0.0006314950073964,0,0,0,0,0,0,0,0,0
452,N446,N454,0,0.0039489487795857,0.0006314950073964,0,0,0,0,0,0,0,0,0
453,N448,N455,0,0.0023207863350591,0.0001775906065088,0,0,0,0,0,0,0,0,0
454,N449,N456,0,0.0002175457655325,5.795927329881657e-05,0,0,0,0,0,0,0,0,0
455,N450,N457,0,6.8691262943787e-05,1.830095691568047e-05,0,0,0,0,0,0,0,0,0
456,N451,N458,0,0.0232705944896449,0.0017807063609467,0,0,0,0,0,0,0,0,0
457,N452,N459,0,0.0035652551775147,0.0002728195266272,0,0,0,0,0,0,0,0,0
458,N453,N460,0,0.0116870585244082,0.001868932599852,0,0,0,0,0,0,0,0,0
459,N453,N461,0,0.0116870585244082,0.001868932599852,0,0,0,0,0,0,0,0,0
460,N453,N462,0,0.0195949750369822,0.0014994415680473,0,0,0,0,0,0,0,0,0
461,N455,N463,0,0.0038103850776627,0.0002915772928994,0,0,0,0,0,0,0,0,0
462,N456,N464,0,0.0001961141826923,5.224939903846154e-05,0,0,0,0,0,0,0,0,0
463,N457,N465,0,5.105960613905326e-05,1.360347170857988e-05,0,0,0,0,0,0,0,0,0
464,N459,N466,0,0.0033715860761834,0.0002579996301775,0,0,0,0,0,0,0,0,0
465,N460,N467,0,0.0129848737980769,0.0020764723557692,0,0,0,0,0,0,0,0,0
466,N460,N468,0,0.0129848737980769,0.0020764723557692,0,0,0,0,0,0,0,0,0
467,N460,N469,0,0.0019142450073964,0.0003061159393491,0,0,0,0,0,0,0,0,0
468,N462,N470,0,0.0028616031804733,0.000218974852071,0,0,0,0,0,0,0,0,0
469,N463,N471,0,0.0026540056397928,0.0002030891272189,0,0,0,0,0,0,0,0,0
470,N464,N472,0,0.0001866523668639,4.972855029585799e-05,0,0,0,0,0,0,0,0,0
471,N465,N473,0,6.269497965976333e-05,1.670340698964497e-05,0,0,0,0,0,0,0,0,0
472,N466,N474,0,0.0170171505177514,0.0013021819526627,0,0,0,0,0,0,0,0,0
473,N467,N475,0,0.004758294656065,0.0007609213202662,0,0,0,0,0,0,0,0,0
474,N467,N476,0,0.004758294656065,0.0007609213202662,0,0,0,0,0,0,0,0,0
475,N470,N477,0,0.0015603573409763,0.0001194012573964,0,0,0,0,0,0,0,0,0
476,N471,N478,0,0.0018647628513313,0.0001426948964497,0,0,0,0,0,0,0,0,0
477,N472,N479,0,0.0002102752403846,5.602223557692308e-05,0,0,0,0,0,0,0,0,0
478,N473,N480,0,8.100555658284023e-05,2.1581772374260353e-05,0,0,0,0,0,0,0,0,0
479,N474,N481,0,0.0010092270710059,7.722781065088757e-05,0,0,0,0,0,0,0,0,0
480,N475,N482,0,0.010066849112426,0.0016098372781065,0,0,0,0,0,0,0,0,0
481,N475,N483,0,0.010066849112426,0.0016098372781065,0,0,0,0,0,0,0,0,0
482,N475,N484,0,0.0546340375369822,0.0041806915680473,0,0,0,0,0,0,0,0,0
483,N477,N485,0,0.0010570196930473,8.088498520710059e-05,0,0,0,0,0,0,0,0,0
484,N478,N486,0,0.0008909948224852,6.818047337278107e-05,0,0,0,0,0,0,0,0,0
485,N479,N487,0,0.0002221183431952,5.91775147928994e-05,0,0,0,0,0,0,0,0,0
486,N480,N488,0,0.000141395247781,3.767099667159763e-05,0,0,0,0,0,0,0,0,0
487,N481,N489,0,0.0009106647559171,6.968565088757396e-05,0,0,0,0,0,0,0,0,0
488,N482,N490,0,0.0144281675295857,0.0023072762573964,0,0,0,0,0,0,0,0,0
489,N482,N491,0,0.0144281675295857,0.0023072762573964,0,0,0,0,0,0,0,0,0
490,N484,N492,0,0.0030725499260355,0.0002351168639053,0,0,0,0,0,0,0,0,0
491,N484,N493,0,0.0216507488905325,0.0016567529585798,0,0,0,0,0,0,0,0,0
492,N485,N494,0,0.0016055450258875,0.0001228590976331,0,0,0,0,0,0,0,0,0
493,N486,N495,0,0.0005644207655325,4.3190458579881654e-05,0,0,0,0,0,0,0,0,0
494,N487,N496,0,0.0004856558801775,0.0001293900702662,0,0,0,0,0,0,0,0,0
495,N488,N497,0,0.0001769752218934,4.715033284023669e-05,0,0,0,0,0,0,0,0,0
496,N489,N498,0,0.0012377704326923,9.471634615384617e-05,0,0,0,0,0,0,0,0,0
497,N490,N499,0,0.0088050240384615,0.0014080528846153,0,0,0,0,0,0,0,0,0
498,N490,N500,0,0.0088050240384615,0.0014080528846153,0,0,0,0,0,0,0,0,0
499,N492,N501,0,0.0012986940643491,9.937832840236687e-05,0,0,0,0,0,0,0,0,0
500,N493,N502,0,0.0138540125739644,0.0010601331360946,0,0,0,0,0,0,0,0,0
501,N494,N503,0,0.0024365731323964,0.0001864508136094,0,0,0,0,0,0,0,0,0
502,N495,N504,0,0.0003816179733727,2.920207100591716e-05,0,0,0,0,0,0,0,0,0
503,N496,N505,0,0.0110148455991124,0.0029346121486686,0,0,0,0,0,0,0,0,0
504,N497,N506,0,0.000121809162352,3.245280602810651e-05,0,0,0,0,0,0,0,0,0
505,N498,N507,0,0.0016248428254437,0.0001243357988165,0,0,0,0,0,0,0,0,0
506,N499,N508,0,0.0015163148113905,0.0002424810465976,0,0,0,0,0,0,0,0,0
507,N499,N509,0,0.0015163148113905,0.0002424810465976,0,0,0,0,0,0,0,0,0
508,N501,N510,0,0.0007630870931952,5.839275147928994e-05,0,0,0,0,0,0,0,0,0
509,N503,N511,0,0.0017286681767751,0.0001322806952662,0,0,0,0,0,0,0,0,0
510,N504,N512,0,0.0005323109282544,4.073335798816567e-05,0,0,0,0,0,0,0,0,0
511,N505,N513,0,0.0295835798816568,0.0022637869822485,0,0,0,0,0,0,0,0,0
512,N505,N514,0,0.0016933737056213,0.0004511543084319,0,0,0,0,0,0,0,0,0
513,N506,N515,0,0.0001082877588757,2.8850388313609468e-05,0,0,0,0,0,0,0,0,0
514,N508,N516,0,0.0040883566013313,0.0006537883690828,0,0,0,0,0,0,0,0,0
515,N508,N517,0,0.0040883566013313,0.0006537883690828,0,0,0,0,0,0,0,0,0
516,N508,N518,0,0.02515412352071,0.0019248372781065,0,0,0,0,0,0,0,0,0
517,N510,N519,0,0.0007022697855029,5.373890532544379e-05,0,0,0,0,0,0,0,0,0
518,N511,N520,0,0.0011810465976331,9.03757396449704e-05,0,0,0,0,0,0,0,0,0
519,N512,N521,0,0.0004062638683431,3.1088017751479294e-05,0,0,0,0,0,0,0,0,0
520,N513,N522,0,0.026088711168639,0.0019963535502958,0,0,0,0,0,0,0,0,0
521,N514,N523,0,0.0009135275517751,0.0002433850776627,0,0,0,0,0,0,0,0,0
522,N515,N524,0,8.432415865384615e-05,2.2465925480769233e-05,0,0,0,0,0,0,0,0,0
523,N516,N525,0,0.0030095178439349,0.0004812661797337,0,0,0,0,0,0,0,0,0
524,N516,N526,0,0.0030095178439349,0.0004812661797337,0,0,0,0,0,0,0,0,0
525,N518,N527,0,0.0148640902366863,0.0011374260355029,0,0,0,0,0,0,0,0,0
526,N519,N528,0,0.0006256633690828,4.787684911242604e-05,0,0,0,0,0,0,0,0,0
527,N520,N529,0,0.0009332585983727,7.141457100591717e-05,0,0,0,0,0,0,0,0,0
528,N521,N530,0,0.002899188701923,0.0002218509615384,0,0,0,0,0,0,0,0,0
529,N523,N531,0,0.0001364300110946,3.634814164201183e-05,0,0,0,0,0,0,0,0,0
530,N524,N532,0,7.701563424556215e-05,2.0518763868343195e-05,0,0,0,0,0,0,0,0,0
531,N525,N533,0,0.0040974625554733,0.0006552445451183,0,0,0,0,0,0,0,0,0
532,N525,N534,0,0.0040974625554733,0.0006552445451183,0,0,0,0,0,0,0,0,0
533,N527,N535,0,0.0117775055473372,0.0009012352071005,0,0,0,0,0,0,0,0,0
534,N528,N536,0,0.0006490546412721,4.966678994082841e-05,0,0,0,0,0,0,0,0,0
535,N529,N537,0,0.0029922753328402,0.000228974112426,0,0,0,0,0,0,0,0,0
536,N530,N538,0,0.010221454326923,0.0007821634615384,0,0,0,0,0,0,0,0,0
537,N530,N539,0,0.0296840560281065,0.0022714755917159,0,0,0,0,0,0,0,0,0
538,N531,N540,0,0.000104142039571,2.7745871856508876e-05,0,0,0,0,0,0,0,0,0
539,N532,N541,0,8.29815181213018e-05,2.2108214681952664e-05,0,0,0,0,0,0,0,0,0
540,N533,N542,0,0.0028995959689349,0.0004636880547337,0,0,0,0,0,0,0,0,0
541,N533,N543,0,0.0028995959689349,0.0004636880547337,0,0,0,0,0,0,0,0,0
542,N535,N544,0,0.004866554178994,0.0003723971893491,0,0,0,0,0,0,0,0,0
543,N536,N545,0,0.0019593911797337,0.00014993602071,0,0,0,0,0,0,0,0,0
544,N537,N546,0,0.024203055658284,0.0018520599112426,0,0,0,0,0,0,0,0,0
545,N538,N547,0,0.0112868204511834,0.0008636871301775,0,0,0,0,0,0,0,0,0
546,N540,N548,0,9.739970414201184e-05,2.5949556213017757e-05,0,0,0,0,0,0,0,0,0
547,N541,N549,0,0.0001091148761094,2.9070751664201183e-05,0,0,0,0,0,0,0,0,0
548,N542,N550,0,0.0081088521634615,0.0012967247596153,0,0,0,0,0,0,0,0,0
549,N542,N551,0,0.0081088521634615,0.0012967247596153,0,0,0,0,0,0,0,0,0
550,N544,N552,0,0.0015312777366863,0.0001171760355029,0,0,0,0,0,0,0,0,0
551,N544,N553,0,0.0201430750739644,0.0015413831360946,0,0,0,0,0,0,0,0,0
552,N545,N554,0,0.0019745955066568,0.0001510994822485,0,0,0,0,0,0,0,0,0
553,N546,N555,0,0.0012052884615384,9.223076923076924e-05,0,0,0,0,0,0,0,0,0
554,N547,N556,0,0.0305936575443786,0.0023410798816568,0,0,0,0,0,0,0,0,0
555,N548,N557,0,0.0001038646449704,2.7671967455621304e-05,0,0,0,0,0,0,0,0,0
556,N549,N558,0,7.804034763313611e-05,2.0791771449704144e-05,0,0,0,0,0,0,0,0,0
557,N550,N559,0,0.005871605954142,0.0009389561760355,0,0,0,0,0,0,0,0,0
558,N550,N560,0,0.005871605954142,0.0009389561760355,0,0,0,0,0,0,0,0,0
559,N552,N561,0,0.000563463849852,4.3117233727810646e-05,0,0,0,0,0,0,0,0,0
560,N553,N562,0,0.0152383505917159,0.0011660650887573,0,0,0,0,0,0,0,0,0
561,N554,N563,0,0.0184498659393491,0.0014118158284023,0,0,0,0,0,0,0,0,0
562,N555,N564,0,0.0009510147004437,7.277329881656805e-05,0,0,0,0,0,0,0,0,0
563,N557,N565,0,9.190754437869823e-05,2.4486316568047335e-05,0,0,0,0,0,0,0,0,0
564,N558,N566,0,0.0001522630362426,4.056642936390532e-05,0,0,0,0,0,0,0,0,0
565,N559,N567,0,0.0013023248890532,0.0002082609097633,0,0,0,0,0,0,0,0,0
566,N559,N568,0,0.0013023248890532,0.0002082609097633,0,0,0,0,0,0,0,0,0
567,N559,N569,0,0.0204577940088757,0.0015654659763313,0,0,0,0,0,0,0,0,0
568,N561,N570,0,0.0008393213757396,6.422633136094674e-05,0,0,0,0,0,0,0,0,0
569,N564,N571,0,0.001075147928994,8.227218934911244e-05,0,0,0,0,0,0,0,0,0
570,N565,N572,0,9.400510355029588e-05,2.504515532544379e-05,0,0,0,0,0,0,0,0,0
571,N567,N573,0,0.0003083666327662,4.931236131656805e-05,0,0,0,0,0,0,0,0,0
572,N567,N574,0,0.0003083666327662,4.931236131656805e-05,0,0,0,0,0,0,0,0,0
573,N569,N575,0,0.002586224112426,0.0001979023668639,0,0,0,0,0,0,0,0,0
574,N570,N576,0,0.0005050388313609,3.864644970414201e-05,0,0,0,0,0,0,0,0,0
575,N571,N577,0,0.0009569156804733,7.322485207100593e-05,0,0,0,0,0,0,0,0,0
576,N572,N578,0,0.0004851872226331,0.0001292652089497,0,0,0,0,0,0,0,0,0
577,N573,N579,0,0.0083596995192307,0.0013368389423076,0,0,0,0,0,0,0,0,0
578,N573,N580,0,0.0083596995192307,0.0013368389423076,0,0,0,0,0,0,0,0,0
579,N573,N581,0,0.0006933316845414,0.0001108739367603,0,0,0,0,0,0,0,0,0
580,N575,N582,0,0.0019084620007396,0.0001460388313609,0,0,0,0,0,0,0,0,0
581,N576,N583,0,0.0006093958025147,4.663202662721894e-05,0,0,0,0,0,0,0,0,0
582,N577,N584,0,0.0011014099482248,8.428180473372782e-05,0,0,0,0,0,0,0,0,0
583,N578,N585,0,0.025155186760355,0.0019249186390532,0,0,0,0,0,0,0,0,0
584,N578,N586,0,0.0010465376294378,0.0002788220691568,0,0,0,0,0,0,0,0,0
585,N579,N587,0,0.0058585974482248,0.0009368759245562,0,0,0,0,0,0,0,0,0
586,N579,N588,0,0.0058585974482248,0.0009368759245562,0,0,0,0,0,0,0,0,0
587,N581,N589,0,0.0002521048446745,4.0315273668639057e-05,0,0,0,0,0,0,0,0,0
588,N582,N590,0,0.0018569480399408,0.0001420968934911,0,0,0,0,0,0,0,0,0
589,N583,N591,0,0.0005350753513313,4.094489644970414e-05,0,0,0,0,0,0,0,0,0
590,N584,N592,0,0.0011293199889053,8.641752958579882e-05,0,0,0,0,0,0,0,0,0
591,N585,N593,0,0.0014496209319526,0.0001109275147928,0,0,0,0,0,0,0,0,0
592,N586,N594,0,0.0050010826553254,0.0013324052329881,0,0,0,0,0,0,0,0,0
593,N587,N595,0,0.011738442122781,0.0018771495931952,0,0,0,0,0,0,0,0,0
